author_id,author_name,university_name
https://openalex.org/A5110127684,OliverH. Lowry,Washington University in St. Louis
https://openalex.org/A5032482932,NiraJ. Rosebrough,Washington University in St. Louis
https://openalex.org/A5004071084,A. Farr,Washington University in St. Louis
https://openalex.org/A5109894513,RoseJ. Randall,Washington University in St. Louis
https://openalex.org/A5087294524,R Core Team,Unknown
https://openalex.org/A5030122660,Ulrich K. Laemmli,MRC Laboratory of Molecular Biology
https://openalex.org/A5047160510,Mark A. Bradford,University of Georgia
https://openalex.org/A5021181975,Marion M. Bradford,University of Georgia
https://openalex.org/A5014987686,John P. Perdew,Tulane University
https://openalex.org/A5082307304,Kieron Burke,Tulane University
https://openalex.org/A5053648717,Matthias Ernzerhof,Tulane University
https://openalex.org/A5100700361,Kaiming He,Microsoft Research (United Kingdom)
https://openalex.org/A5100362465,Xiangyu Zhang,Microsoft Research (United Kingdom)
https://openalex.org/A5100824251,Shaoqing Ren,Microsoft Research (United Kingdom)
https://openalex.org/A5100785015,Jian Sun,Microsoft Research (United Kingdom)
https://openalex.org/A5055590197,Kenneth J. Livak,Unknown
https://openalex.org/A5001854674,Thomas D. Schmittgen,Washington State University
https://openalex.org/A5112152140,Joseph Sambrook,Unknown
https://openalex.org/A5047742196,Elisabeth Fritsch,Unknown
https://openalex.org/A5091116725,Tom Maniatis,Unknown
https://openalex.org/A5054729605,Virginia Braun,University of Auckland
https://openalex.org/A5045921227,Victoria Clarke,University of the West of England
https://openalex.org/A5050843152,Janet B. W. Williams,Unknown
https://openalex.org/A5006482282,Michael B. First,Unknown
https://openalex.org/A5019751186,Georg Kresse,TU Wien
https://openalex.org/A5062208820,J. Furthm??ller,Friedrich Schiller University Jena
https://openalex.org/A5039125390,Leo Breiman,"University of California, Berkeley"
https://openalex.org/A5015077264,Axel D. Becke,Queen's University
https://openalex.org/A5000364987,American Psychiatric Association,Unknown
https://openalex.org/A5049788468,Chengteh Lee,University of North Carolina at Chapel Hill
https://openalex.org/A5019365851,Weitao Yang,University of North Carolina at Chapel Hill
https://openalex.org/A5009013437,Robert G. Parr,University of North Carolina at Chapel Hill
https://openalex.org/A5062207756,Yoav Benjamini,Tel Aviv University
https://openalex.org/A5111786816,Yosef Hochberg,Tel Aviv University
https://openalex.org/A5015061000,Stephen F. Altschul,National Center for Biotechnology Information
https://openalex.org/A5019579037,Warren Gish,National Center for Biotechnology Information
https://openalex.org/A5051340059,Webb Miller,Pennsylvania State University
https://openalex.org/A5068657716,Eugene W. Myers,University of Arizona
https://openalex.org/A5056652131,David J. Lipman,National Center for Biotechnology Information
https://openalex.org/A5045479885,Li?€?tze Hu,"University of California, Santa Cruz"
https://openalex.org/A5065916093,Peter M. Bentler,"University of California, Los Angeles"
https://openalex.org/A5110163574,Keith E. Muller,Unknown
https://openalex.org/A5102808166,Jacob Cohen,Unknown
https://openalex.org/A5042885999,George M. Sheldrick,University of G??ttingen
https://openalex.org/A5076080098,Prescott L. Deininger,University Medical Center New Orleans
https://openalex.org/A5111919977,Marshal F. Folstein,Oregon Health & Science University
https://openalex.org/A5065212941,Susan E. Folstein,NewYork?€?Presbyterian Hospital
https://openalex.org/A5103269584,Paul R. McHugh,Cornell University
https://openalex.org/A5068353058,David Moher,University of Ottawa
https://openalex.org/A5113580052,A. Liberati,Mario Negri Institute for Pharmacological Research
https://openalex.org/A5076572041,Jennifer Tetzlaff,Ottawa Hospital
https://openalex.org/A5042962646,Douglas G. Altman,University of Oxford
https://openalex.org/A5112624486,Robert K. Yin,Unknown
https://openalex.org/A5053148274,Sepp Hochreiter,Technical University of Munich
https://openalex.org/A5071172037,J??rgen Schmidhuber,Dalle Molle Institute for Artificial Intelligence Research
https://openalex.org/A5020096432,Barbara G. Tabachnick,Unknown
https://openalex.org/A5109157911,Linda S. Fidell,Unknown
https://openalex.org/A5082191284,Hyuna Sung,American Cancer Society
https://openalex.org/A5051830072,Jacques Ferlay,Centre International de Recherche sur le Cancer
https://openalex.org/A5047300895,Rebecca L. Siegel,American Cancer Society
